"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"First names at birth by sex at birth, selected indicators","17100147",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710014701",1;2;3,"CURRENT - a cube available to the public and that is current","Annual","1991-01-01","2024-01-01","4",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography, place of residence of mother",,""
"2","Sex at birth",,""
"3","First name at birth",7,""
"4","Indicator",6,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"3","SAMRAAT","","13008","","",,
"3","SAMRAJ","","13009","","",,
"3","SAMRAT","","13010","","",,
"3","SAMRATH","","13011","","",,
"3","SAMREEN","","13012","","",,
"3","SAMREET","","13013","","",,
"3","SAMSON","","13014","","",,
"3","SAMUAL","","13015","","",,
"3","SAMUEL","","13016","","",,
"3","SAMUELE","","13017","","",,
"3","SAMUELLA","","13018","","",,
"3","SAMUELLE","","13019","","",,
"3","SAMY","","13020","","",,
"3","SAMYA","","13021","","",,
"3","SAMYAR","","13022","","",,
"3","SAMYRA","","13023","","",,
"3","SAMYUKTHA","","13024","","",,
"3","SAN","","13025","","",,
"3","SANA","","13026","","",,
"3","SANAA","","13027","","",,
"3","SANAD","","13028","","",,
"3","SANAE","","13029","","",,
"3","SANAH","","13030","","",,
"3","SANAM","","13031","","",,
"3","SANAYA","","13032","","",,
"3","SANAZ","","13033","","",,
"3","SANDEEP","","13034","","",,
"3","SANDER","","13035","","",,
"3","SANDI","","13036","","",,
"3","SANDIE","","13037","","",,
"3","SANDIP","","13038","","",,
"3","SANDOR","","13039","","",,
"3","SANDRA","","13040","","",,
"3","SANDRICK","","13041","","",,
"3","VAUGHAN","","14956","","",,
"3","VAUGHN","","14957","","",,
"3","VAYDA","","14958","","",,
"3","VAYLA","","14959","","",,
"3","VED","","14960","","",,
"3","VEDA","","14961","","",,
"3","VEDANSH","","14962","","",,
"3","VEDANT","","14963","","",,
"3","VEDDER","","14964","","",,
"3","VEDH","","14965","","",,
"3","VEDIKA","","14966","","",,
"3","VEEN","","14967","","",,
"3","VEER","","14968","","",,
"3","VEERA","","14969","","",,
"3","VEGA","","14970","","",,
"3","VELAN","","14971","","",,
"3","VENBA","","14972","","",,
"3","VENESSA","","14973","","",,
"3","VENEZIA","","14974","","",,
"3","VENICE","","14975","","",,
"3","VENUS","","14976","","",,
"3","VERA","","14977","","",,
"3","VERENA","","14978","","",,
"3","VERITY","","14979","","",,
"3","VERNA","","14980","","",,
"3","VERNON","","14981","","",,
"3","VERONA","","14982","","",,
"3","VERONIC","","14983","","",,
"3","VERONICA","","14984","","",,
"3","VERONICK","","14985","","",,
"3","VERONIK","","14986","","",,
"3","VERONIKA","","14987","","",,
"3","VERONIQUE","","14988","","",,
"3","VESNA","","14989","","",,
"3","VESPER","","14990","","",,
"3","VEYDA","","14991","","",,
"3","VI","","14992","","",,
"3","VIAAN","","14993","","",,
"3","VIAANA","","14994","","",,
"3","VIAANSH","","14995","","",,
"3","VIAN","","14996","","",,
"3","VIANA","","14997","","",,
"3","VIANNA","","14998","","",,
"3","VIANNE","","14999","","",,
"3","VIANNEY","","15000","","",,
"3","VIC","","15001","","",,
"3","VICENTE","","15002","","",,
"3","VICKI","","15003","","",,
"3","VICKIE","","15004","","",,
"3","VICKRAM","","15005","","",,
"3","VICKY","","15006","","",,
"3","VICTOIRE","","15007","","",,
"3","VICTOR","","15008","","",,
"3","VICTORIA","","15009","","",,
"3","VICTORIA-ROSE","","15010","","",,
"3","VICTORY","","15011","","",,
"3","VICTORYA","","15012","","",,
"3","VIDA","","15013","","",,
"3","VIDHI","","15014","","",,
"3","VIDYA","","15015","","",,
"3","VIENNA","","15016","","",,
"3","VIENNE","","15017","","",,
"3","VIET","","15018","","",,
"3","VIGGO","","15019","","",,
"3","VIGO","","15020","","",,
"3","VIHA","","15021","","",,
"3","VIHAAN","","15022","","",,
"3","VIHAN","","15023","","",,
"3","VIHANA","","15024","","",,
"3","VIJAY","","15025","","",,
"3","VIKAS","","15026","","",,
"3","VIKKI","","15027","","",,
"3","VIKRAM","","15028","","",,
"3","VIKRAMJIT","","15029","","",,
"3","VIKTOR","","15030","","",,
"3","VIKTORIA","","15031","","",,
"3","VILMA","","15032","","",,
"3","VIMAL","","15033","","",,
"3","VIN","","15034","","",,
"3","VINA","","15035","","",,
"3","VINAY","","15036","","",,
"3","VINAYAK","","15037","","",,
"3","VINCE","","15038","","",,
"3","VINCENT","","15039","","",,
"3","VINCENZA","","15040","","",,
"3","VINCENZO","","15041","","",,
"3","VINCY","","15042","","",,
"3","VINESH","","15043","","",,
"3","VINH","","15044","","",,
"3","VINNY","","15045","","",,
"3","VINOTH","","15046","","",,
"3","VINSON","","15047","","",,
"3","VIOLA","","15048","","",,
"3","VIOLAINE","","15049","","",,
"3","VIOLET","","15050","","",,
"3","VIOLETA","","15051","","",,
"3","VIOLETTA","","15052","","",,
"3","VIOLETTE","","15053","","",,
"3","VIONA","","15054","","",,
"3","VIR","","15055","","",,
"3","VIRAAJ","","15056","","",,
"3","VIRAJ","","15057","","",,
"3","VIRASAT","","15058","","",,
"3","VIRAT","","15059","","",,
"3","VIREN","","15060","","",,
"3","VIRGIL","","15061","","",,
"3","VIRGINIA","","15062","","",,
"3","VIRGINIE","","15063","","",,
"3","VISHAL","","15064","","",,
"3","VISHNU","","15065","","",,
"3","VITA","","15066","","",,
"3","VITHURAN","","15067","","",,
"3","VITHUSAN","","15068","","",,
"3","VITHUSHAN","","15069","","",,
"3","VITO","","15070","","",,
"3","CITLALLI","","16811","","",,
"3","CIYONA","","16812","","",,
"3","CLARA-ROSE","","16813","","",,
"3","CONSTANT","","16814","","",,
"3","CONSTANZA","","16815","","",,
"3","CREELYNN","","16816","","",,
"3","CRISSY","","16817","","",,
"3","CRIXUS","","16818","","",,
"3","CYBELE","","16819","","",,
"3","CYPHER","","16820","","",,
"3","CYUSA","","16821","","",,
"3","DAARON","","16822","","",,
"3","DAEL","","16823","","",,
"3","DAEVEN","","16824","","",,
"3","DAEVON","","16825","","",,
"3","DAHAB","","16826","","",,
"3","DAHLIE","","16827","","",,
"3","DAHNA","","16828","","",,
"3","DAILA","","16829","","",,
"3","DAISEY","","16830","","",,
"3","DAISIE","","16831","","",,
"3","DALAN","","16832","","",,
"3","DALER","","16833","","",,
"3","DALIANA","","16834","","",,
"3","DALIANNE","","16835","","",,
"3","DALIDA","","16836","","",,
"3","DALYKA","","16837","","",,
"3","DAMARI","","16838","","",,
"3","DAMIYAN","","16839","","",,
"3","DANELLA","","16840","","",,
"3","DANIYAR","","16841","","",,
"3","DANN","","16842","","",,
"3","DANYEL","","16843","","",,
"3","DAPHANIE","","16844","","",,
"3","DARIELLE","","16845","","",,
"3","DARLING","","16846","","",,
"3","DARYAN","","16847","","",,
"3","DAVEENA","","16848","","",,
"3","DAVIA","","16849","","",,
"3","DAVIANA","","16850","","",,
"3","DAVIE","","16851","","",,
"3","DAVIEN","","16852","","",,
"3","DAVINCI","","16853","","",,
"3","DAYANNA","","16854","","",,
"3","DAYVON","","16855","","",,
"3","DEETYA","","16856","","",,
"3","DELANI","","16857","","",,
"3","DELICIA","","16858","","",,
"3","DELIGHT","","16859","","",,
"3","DELPHI","","16860","","",,
"3","DEMIRA","","16861","","",,
"3","DENLEY","","16862","","",,
"3","DEO","","16863","","",,
"3","DEVA","","16864","","",,
"3","DEVAM","","16865","","",,
"3","DEVRAN","","16866","","",,
"3","DEVRICK","","16867","","",,
"3","DEYA","","16868","","",,
"3","DHARVI","","16869","","",,
"3","DHEERA","","16870","","",,
"3","DHRISHIV","","16871","","",,
"3","DHRITHI","","16872","","",,
"3","DHRUVANSH","","16873","","",,
"3","DHYAAN","","16874","","",,
"3","DHYANI","","16875","","",,
"3","DIAKO","","16876","","",,
"3","DIAN","","16877","","",,
"3","DIAR","","16878","","",,
"3","DIARRA","","16879","","",,
"3","DIHYA","","16880","","",,
"3","DILA","","16881","","",,
"3","DILIA","","16882","","",,
"3","DILROSE","","16883","","",,
"3","DIONYSIOS","","16884","","",,
"3","DISHANI","","16885","","",,
"3","DIVIN","","16886","","",,
"3","DIYANA","","16887","","",,
"3","DJENABOU","","16888","","",,
"3","DMITRIY","","16889","","",,
"3","DMYTRO","","16890","","",,
"3","DO","","16891","","",,
"3","DOA","","16892","","",,
"3","DOMINICO","","16893","","",,
"3","DONATELLO","","16894","","",,
"3","DORIANA","","16895","","",,
"3","DRAGOMIR","","16896","","",,
"3","DRITI","","16897","","",,
"3","DUDLEY","","16898","","",,
"3","DURVA","","16899","","",,
"3","EATON","","16900","","",,
"3","EBUBECHUKWU","","16901","","",,
"3","EBUNOLUWA","","16902","","",,
"3","ECTOR","","16903","","",,
"3","EDDA","","16904","","",,
"3","EDDIE-JAMES","","16905","","",,
"3","EDELWEISS","","16906","","",,
"3","EDER","","16907","","",,
"3","EDERSON","","16908","","",,
"3","EDHA","","16909","","",,
"3","EDHAA","","16910","","",,
"3","EDIZ","","16911","","",,
"3","EDOARDO","","16912","","",,
"3","EDON","","16913","","",,
"3","EDRIK","","16914","","",,
"3","EDVIN","","16915","","",,
"3","EFNAN","","16916","","",,
"3","EFOSA","","16917","","",,
"3","EIDAN","","16918","","",,
"3","EILAH","","16919","","",,
"3","EINAR","","16920","","",,
"3","EION","","16921","","",,
"3","EIRAH","","16922","","",,
"3","EKAGAR","","16923","","",,
"3","EKAKSH","","16924","","",,
"3","EKAMJEET","","16925","","",,
"3","EKIN","","16926","","",,
"3","SARIKA","","13125","","",,
"3","SARIM","","13126","","",,
"3","SARINA","","13127","","",,
"3","SARINE","","13128","","",,
"3","SARITA","","13129","","",,
"3","SARIYA","","13130","","",,
"3","SARIYAH","","13131","","",,
"3","SARKIS","","13132","","",,
"3","SARO","","13133","","",,
"3","SARON","","13134","","",,
"3","SARP","","13135","","",,
"3","SARRA","","13136","","",,
"3","SARRAH","","13137","","",,
"3","SARRINAH","","13138","","",,
"3","SARTAAJ","","13139","","",,
"3","SARTAJ","","13140","","",,
"3","SARTHAK","","13141","","",,
"3","SARVIN","","13142","","",,
"3","SARYN","","13143","","",,
"3","SARYNA","","13144","","",,
"3","SASCHA","","13145","","",,
"3","SASHA","","13146","","",,
"3","SASKIA","","13147","","",,
"3","SASWIN","","13148","","",,
"3","SATBIR","","13149","","",,
"3","SATCHEL","","13150","","",,
"3","SATHANA","","13151","","",,
"3","SATHVIK","","13152","","",,
"3","SATINDER","","13153","","",,
"3","SATINE","","13154","","",,
"3","SATIVA","","13155","","",,
"3","SATKAR","","13156","","",,
"3","SATVIK","","13157","","",,
"3","SATVIR","","13158","","",,
"3","SATYA","","13159","","",,
"3","SAUD","","13160","","",,
"3","SAUL","","13161","","",,
"3","SAUMYA","","13162","","",,
"3","SAVA","","13163","","",,
"3","SAVANA","","13164","","",,
"3","SAVANAH","","13165","","",,
"3","SAVANNA","","13166","","",,
"3","SAVANNAH","","13167","","",,
"3","SAVERA","","13168","","",,
"3","SAVERIO","","13169","","",,
"3","SAVHANNA","","13170","","",,
"3","SAVINA","","13171","","",,
"3","SAVIO","","13172","","",,
"3","SAVION","","13173","","",,
"3","SAVIOUR","","13174","","",,
"3","SAVREEN","","13175","","",,
"3","SAVREET","","13176","","",,
"3","SAWYER","","13177","","",,
"3","SAXON","","13178","","",,
"3","SAYA","","13179","","",,
"3","SAYAN","","13180","","",,
"3","SAYDE","","13181","","",,
"3","SAYDEE","","13182","","",,
"3","SAYDIE","","13183","","",,
"3","SAYED","","13184","","",,
"3","SAYER","","13185","","",,
"3","SAYESHA","","13186","","",,
"3","SAYF","","13187","","",,
"3","SAYHAN","","13188","","",,
"3","SAYLOR","","13189","","",,
"3","SCARLET","","13190","","",,
"3","SCARLETT","","13191","","",,
"3","SCARLETTE","","13192","","",,
"3","SCARLETT-ROSE","","13193","","",,
"3","SCHNEIDER","","13194","","",,
"3","SCHUYLER","","13195","","",,
"3","SCOT","","13196","","",,
"3","SCOTIA","","13197","","",,
"3","SCOTLAND","","13198","","",,
"3","SCOTLYN","","13199","","",,
"3","SCOTLYNN","","13200","","",,
"3","SCOTT","","13201","","",,
"3","SCOTTI","","13202","","",,
"3","SCOTTIE","","13203","","",,
"3","SCOTTLYN","","13204","","",,
"3","SCOTTY","","13205","","",,
"3","SCOUT","","13206","","",,
"3","SEAH","","13207","","",,
"3","SEAMUS","","13208","","",,
"3","SEAN","","13209","","",,
"3","SEANA","","13210","","",,
"3","SEANNA","","13211","","",,
"3","SEARRA","","13212","","",,
"3","SEBASTIAN","","13213","","",,
"3","SEBASTIANO","","13214","","",,
"3","SEBASTIEN","","13215","","",,
"3","SEBASTION","","13216","","",,
"3","SEDONA","","13217","","",,
"3","SEDRA","","13218","","",,
"3","SEDRICK","","13219","","",,
"3","SEELEY","","13220","","",,
"3","SEEMA","","13221","","",,
"3","SEERAT","","13222","","",,
"3","SEERET","","13223","","",,
"3","SEERIT","","13224","","",,
"3","SEHAJ","","13225","","",,
"3","SEHAJBIR","","13226","","",,
"3","SEHAJDEEP","","13227","","",,
"3","SEHAJPREET","","13228","","",,
"3","SEHAJVEER","","13229","","",,
"3","SEHAJVIR","","13230","","",,
"3","SEHAM","","13231","","",,
"3","SEHAR","","13232","","",,
"3","SEHBAAZ","","13233","","",,
"3","SEHEJ","","13234","","",,
"3","SEHER","","13235","","",,
"3","SEHNOOR","","13236","","",,
"3","SEHRAJ","","13237","","",,
"3","SEHRISH","","13238","","",,
"3","VITTORIA","","15071","","",,
"3","VITTORIO","","15072","","",,
"3","VIVAAN","","15073","","",,
"3","VIVAN","","15074","","",,
"3","VIVEK","","15075","","",,
"3","VIVIAN","","15076","","",,
"3","VIVIANA","","15077","","",,
"3","VIVIANE","","15078","","",,
"3","VIVIANNA","","15079","","",,
"3","VIVIANNE","","15080","","",,
"3","VIVIEN","","15081","","",,
"3","VIVIENNE","","15082","","",,
"3","VIYA","","15083","","",,
"3","VIYAAN","","15084","","",,
"3","VIYAN","","15085","","",,
"3","VIYANA","","15086","","",,
"3","VIYONA","","15087","","",,
"3","VLAD","","15088","","",,
"3","VLADIMIR","","15089","","",,
"3","VLADISLAV","","15090","","",,
"3","VLIET","","15091","","",,
"3","VON","","15092","","",,
"3","VONN","","15093","","",,
"3","VRAJ","","15094","","",,
"3","VRIES","","15095","","",,
"3","VRINDA","","15096","","",,
"3","VUK","","15097","","",,
"3","VY","","15098","","",,
"3","VYAN","","15099","","",,
"3","VYLA","","15100","","",,
"3","VYOM","","15101","","",,
"3","WAARIS","","15102","","",,
"3","WACEY","","15103","","",,
"3","WADE","","15104","","",,
"3","WAEL","","15105","","",,
"3","WAFA","","15106","","",,
"3","WAFAA","","15107","","",,
"3","WAHAJ","","15108","","",,
"3","WAHENOOR","","15109","","",,
"3","WAHID","","15110","","",,
"3","WAI","","15111","","",,
"3","WAJIHA","","15112","","",,
"3","WALDEN","","15113","","",,
"3","WALEED","","15114","","",,
"3","WALI","","15115","","",,
"3","WALID","","15116","","",,
"3","WALKER","","15117","","",,
"3","WALLACE","","15118","","",,
"3","WALLY","","15119","","",,
"3","WALTER","","15120","","",,
"3","WAN","","15121","","",,
"3","WANDA","","15122","","",,
"3","WANIA","","15123","","",,
"3","WANIYA","","15124","","",,
"3","WARD","","15125","","",,
"3","WARDA","","15126","","",,
"3","WAREESHA","","15127","","",,
"3","WARIS","","15128","","",,
"3","WARNER","","15129","","",,
"3","WARREN","","15130","","",,
"3","WARRICK","","15131","","",,
"3","WARSAME","","15132","","",,
"3","WASEEM","","15133","","",,
"3","WASI","","15134","","",,
"3","WASIM","","15135","","",,
"3","WASSIM","","15136","","",,
"3","WATEEN","","15137","","",,
"3","WATSON","","15138","","",,
"3","WAVERLEY","","15139","","",,
"3","WAVERLY","","15140","","",,
"3","WAYDE","","15141","","",,
"3","WAYLEN","","15142","","",,
"3","WAYLON","","15143","","",,
"3","WAYNE","","15144","","",,
"3","WEDNESDAY","","15145","","",,
"3","WEI","","15146","","",,
"3","WELLINGTON","","15147","","",,
"3","WELLS","","15148","","",,
"3","WEN","","15149","","",,
"3","WENDEL","","15150","","",,
"3","WENDELL","","15151","","",,
"3","WENDY","","15152","","",,
"3","WERONIKA","","15153","","",,
"3","WES","","15154","","",,
"3","WESAM","","15155","","",,
"3","WESLEY","","15156","","",,
"3","WESLY","","15157","","",,
"3","WESLYN","","15158","","",,
"3","WESSAM","","15159","","",,
"3","WESSON","","15160","","",,
"3","WEST","","15161","","",,
"3","WESTEN","","15162","","",,
"3","WESTIN","","15163","","",,
"3","WESTLEY","","15164","","",,
"3","WESTLYN","","15165","","",,
"3","WESTON","","15166","","",,
"3","WESTYN","","15167","","",,
"3","WEYLYN","","15168","","",,
"3","WHITLEY","","15169","","",,
"3","WHITNEY","","15170","","",,
"3","WHYATT","","15171","","",,
"3","WIAM","","15172","","",,
"3","WIILIAM","","15173","","",,
"3","WIL","","15174","","",,
"3","WILBUR","","15175","","",,
"3","WILDER","","15176","","",,
"3","WILEY","","15177","","",,
"3","WILFRED","","15178","","",,
"3","WILFREDO","","15179","","",,
"3","WILFRID","","15180","","",,
"3","WILHELM","","15181","","",,
"3","WILHELMINA","","15182","","",,
"3","WILHEM","","15183","","",,
"3","WILIAM","","15184","","",,
"3","WILL","","15185","","",,
"3","WILLA","","15186","","",,
"3","ELAHEH","","16927","","",,
"3","ELANI","","16928","","",,
"3","ELANORA","","16929","","",,
"3","ELAYAH","","16930","","",,
"3","ELAZAR","","16931","","",,
"3","ELEANNA","","16932","","",,
"3","ELEK","","16933","","",,
"3","ELENA-ROSE","","16934","","",,
"3","ELENORA","","16935","","",,
"3","ELEXIA","","16936","","",,
"3","ELI-ANNA","","16937","","",,
"3","ELIANNAH","","16938","","",,
"3","ELIANO","","16939","","",,
"3","ELICA","","16940","","",,
"3","ELIDA","","16941","","",,
"3","ELIETTE","","16942","","",,
"3","ELILTA","","16943","","",,
"3","ELIMELECH","","16944","","",,
"3","ELINORE","","16945","","",,
"3","ELIONA","","16946","","",,
"3","ELIORAH","","16947","","",,
"3","ELIOS","","16948","","",,
"3","ELISABETTA","","16949","","",,
"3","ELISEE","","16950","","",,
"3","ELISIO","","16951","","",,
"3","ELIUD","","16952","","",,
"3","ELIVIA","","16953","","",,
"3","ELIYANNA","","16954","","",,
"3","ELIZABETH-ROSE","","16955","","",,
"3","ELKAN","","16956","","",,
"3","ELLA-GRACE","","16957","","",,
"3","ELLA-MAY","","16958","","",,
"3","ELLEIGH","","16959","","",,
"3","ELLEY","","16960","","",,
"3","ELLIAS","","16961","","",,
"3","ELLINGTON","","16962","","",,
"3","ELLINORE","","16963","","",,
"3","ELLORY","","16964","","",,
"3","ELODI","","16965","","",,
"3","ELODIA","","16966","","",,
"3","ELONGA","","16967","","",,
"3","ELORAH","","16968","","",,
"3","ELORY","","16969","","",,
"3","ELVIE","","16970","","",,
"3","ELYANAH","","16971","","",,
"3","ELYO","","16972","","",,
"3","ELZEAR","","16973","","",,
"3","EMANI","","16974","","",,
"3","EMANUELLA","","16975","","",,
"3","EMELYNE","","16976","","",,
"3","EMERLYNN","","16977","","",,
"3","EMILA","","16978","","",,
"3","EMILIAN","","16979","","",,
"3","EMILIANNE","","16980","","",,
"3","EMILIIA","","16981","","",,
"3","EMILINE","","16982","","",,
"3","EMILLIA","","16983","","",,
"3","EMILLIE","","16984","","",,
"3","EMIRHAN","","16985","","",,
"3","EMLYNN","","16986","","",,
"3","EMMA-ALEXANDRA","","16987","","",,
"3","EMMA-JADE","","16988","","",,
"3","EMMERICH","","16989","","",,
"3","EMMY-LOU","","16990","","",,
"3","EMRAKEL","","16991","","",,
"3","EMYRA","","16992","","",,
"3","ENAM","","16993","","",,
"3","ENDRI","","16994","","",,
"3","ENDRICK","","16995","","",,
"3","ENDRIK","","16996","","",,
"3","ENEA","","16997","","",,
"3","ENOCK","","16998","","",,
"3","ENOSH","","16999","","",,
"3","ENRY","","17000","","",,
"3","ENSIO","","17001","","",,
"3","ENZE","","17002","","",,
"3","EPHREM","","17003","","",,
"3","ERDEM","","17004","","",,
"3","ERHA","","17005","","",,
"3","ERHAN","","17006","","",,
"3","ERISHA","","17007","","",,
"3","ERLINE","","17008","","",,
"3","ERVA","","17009","","",,
"3","ERWANN","","17010","","",,
"3","ESAI","","17011","","",,
"3","ESSIE","","17012","","",,
"3","ESTEL","","17013","","",,
"3","ESTI","","17014","","",,
"3","ETAN","","17015","","",,
"3","ETINOSA","","17016","","",,
"3","ETTEL","","17017","","",,
"3","ETTORE","","17018","","",,
"3","EULALIA","","17019","","",,
"3","EUPHEMIA","","17020","","",,
"3","EVALYNE","","17021","","",,
"3","EVANDROS","","17022","","",,
"3","EVANKA","","17023","","",,
"3","EVARA","","17024","","",,
"3","EVDOKIA","","17025","","",,
"3","EVERICK","","17026","","",,
"3","EVERLYNN","","17027","","",,
"3","EVIANA","","17028","","",,
"3","EVLYN","","17029","","",,
"3","EYAS","","17030","","",,
"3","EYLAN","","17031","","",,
"3","EYLUL","","17032","","",,
"3","EYUEL","","17033","","",,
"3","EZA","","17034","","",,
"3","EZAN","","17035","","",,
"3","EZECKIEL","","17036","","",,
"3","EZEKIELLE","","17037","","",,
"3","EZEL","","17038","","",,
"3","EZER","","17039","","",,
"3","EZIAH","","17040","","",,
"3","EZME","","17041","","",,
"3","EZZ","","17042","","",,
"3","SEIF","","13239","","",,
"3","SEIJA","","13240","","",,
"3","SEIRRA","","13241","","",,
"3","SEJAL","","13242","","",,
"3","SEKOU","","13243","","",,
"3","SELA","","13244","","",,
"3","SELAH","","13245","","",,
"3","SELAMAWIT","","13246","","",,
"3","SELEEM","","13247","","",,
"3","SELEENA","","13248","","",,
"3","SELENA","","13249","","",,
"3","SELENE","","13250","","",,
"3","SELIHOM","","13251","","",,
"3","SELIM","","13252","","",,
"3","SELIN","","13253","","",,
"3","SELINA","","13254","","",,
"3","SELINE","","13255","","",,
"3","SELMA","","13256","","",,
"3","SELYAN","","13257","","",,
"3","SELYNA","","13258","","",,
"3","SEMIAH","","13259","","",,
"3","SENA","","13260","","",,
"3","SENAN","","13261","","",,
"3","SENAY","","13262","","",,
"3","SENECA","","13263","","",,
"3","SENNA","","13264","","",,
"3","SEPANTA","","13265","","",,
"3","SEPEHR","","13266","","",,
"3","SEPHIRA","","13267","","",,
"3","SEPHORA","","13268","","",,
"3","SEQUOIA","","13269","","",,
"3","SERA","","13270","","",,
"3","SERAFINA","","13271","","",,
"3","SERAH","","13272","","",,
"3","SERAPHINA","","13273","","",,
"3","SERAPHINE","","13274","","",,
"3","SERAYA","","13275","","",,
"3","SERAYAH","","13276","","",,
"3","SEREEN","","13277","","",,
"3","SEREENA","","13278","","",,
"3","SEREN","","13279","","",,
"3","SERENA","","13280","","",,
"3","SERENE","","13281","","",,
"3","SERENITY","","13282","","",,
"3","SERENNA","","13283","","",,
"3","SERGE","","13284","","",,
"3","SERGEI","","13285","","",,
"3","SERGIO","","13286","","",,
"3","SERGIU","","13287","","",,
"3","SERIGNE","","13288","","",,
"3","SERINA","","13289","","",,
"3","SERINE","","13290","","",,
"3","SERRA","","13291","","",,
"3","SETAYESH","","13292","","",,
"3","SETH","","13293","","",,
"3","SEVA","","13294","","",,
"3","SEVAG","","13295","","",,
"3","SEVAN","","13296","","",,
"3","SEVANA","","13297","","",,
"3","SEVDA","","13298","","",,
"3","SEVEN","","13299","","",,
"3","SEVERIN","","13300","","",,
"3","SEVERINE","","13301","","",,
"3","SEVYN","","13302","","",,
"3","SEYDINA","","13303","","",,
"3","SEYED","","13304","","",,
"3","SEYEDEH","","13305","","",,
"3","SEYNABOU","","13306","","",,
"3","SEYON","","13307","","",,
"3","SHAAM","","13308","","",,
"3","SHAAN","","13309","","",,
"3","SHAANVI","","13310","","",,
"3","SHABAD","","13311","","",,
"3","SHABANA","","13312","","",,
"3","SHABD","","13313","","",,
"3","SHABNAM","","13314","","",,
"3","SHAD","","13315","","",,
"3","SHADE","","13316","","",,
"3","SHADEN","","13317","","",,
"3","SHADI","","13318","","",,
"3","SHADIA","","13319","","",,
"3","SHADMAN","","13320","","",,
"3","SHADOW","","13321","","",,
"3","SHADRACH","","13322","","",,
"3","SHADY","","13323","","",,
"3","SHAE","","13324","","",,
"3","SHAEL","","13325","","",,
"3","SHAELA","","13326","","",,
"3","SHAELEE","","13327","","",,
"3","SHAELENE","","13328","","",,
"3","SHAELIN","","13329","","",,
"3","SHAELYN","","13330","","",,
"3","SHAE-LYN","","13331","","",,
"3","SHAELYNN","","13332","","",,
"3","SHAE-LYNN","","13333","","",,
"3","SHAELYNNE","","13334","","",,
"3","SHAE-LYNNE","","13335","","",,
"3","SHAENA","","13336","","",,
"3","SHAH","","13337","","",,
"3","SHAHAAN","","13338","","",,
"3","SHAHAB","","13339","","",,
"3","SHAHAD","","13340","","",,
"3","SHAHAN","","13341","","",,
"3","SHAHANA","","13342","","",,
"3","SHAHBAZ","","13343","","",,
"3","SHAHD","","13344","","",,
"3","SHAHED","","13345","","",,
"3","SHAHEED","","13346","","",,
"3","SHAHEEN","","13347","","",,
"3","SHAHEER","","13348","","",,
"3","SHAHID","","13349","","",,
"3","SHAHIL","","13350","","",,
"3","SHAHIN","","13351","","",,
"3","SHAHIR","","13352","","",,
"3","WILLAMINA","","15187","","",,
"3","WILLARD","","15188","","",,
"3","WILLEM","","15189","","",,
"3","WILLIAM","","15190","","",,
"3","WILLIAM-ALEXANDRE","","15191","","",,
"3","WILLIAMS","","15192","","",,
